01,04,06,14,22,23+02
01,04,06,14,22,24+04
01,04,06,14,22,25+06
01,04,06,14,22,29+08
01,04,06,14,22,30+10
01,04,06,14,22,31+12
01,04,06,14,22,33+02
01,04,06,14,26,29+04
01,04,06,14,26,30+06
01,04,06,14,26,31+08
01,04,06,14,26,33+10
01,04,06,14,27,29+12
01,04,06,14,27,30+02
01,04,06,14,27,31+04
01,04,06,14,27,33+06
01,04,06,14,28,29+08
01,04,06,14,28,30+10
01,04,06,14,28,31+12
01,04,06,14,28,33+02
01,04,06,14,30,31+04
01,04,06,14,30,33+06
01,04,06,16,22,23+08
01,04,06,16,22,24+10
01,04,06,16,22,25+12
01,04,06,16,22,29+02
01,04,06,16,22,30+04
01,04,06,16,22,31+06
01,04,06,16,22,33+08
01,04,06,16,26,29+10
01,04,06,16,26,30+12
01,04,06,16,26,31+02
01,04,06,16,26,33+04
01,04,06,16,27,29+06
01,04,06,16,27,30+08
01,04,06,16,27,31+10
01,04,06,16,27,33+12
01,04,06,16,28,29+02
01,04,06,16,28,30+04
01,04,06,16,28,31+06
01,04,06,16,28,33+08
01,04,06,16,30,31+10
01,04,06,16,30,33+12
01,04,06,20,22,23+02
01,04,06,20,22,24+04
01,04,06,20,22,25+06
01,04,06,20,22,29+08
01,04,06,20,22,30+10
01,04,06,20,22,31+12
01,04,06,20,22,33+02
01,04,06,20,26,29+04
01,04,06,20,26,30+06
01,04,06,20,26,31+08
01,04,06,20,26,33+10
01,04,06,20,27,29+12
01,04,06,20,27,30+02
01,04,06,20,27,31+04
01,04,06,20,27,33+06
01,04,06,20,28,29+08
01,04,06,20,28,30+10
01,04,06,20,28,31+12
01,04,06,20,28,33+02
01,04,06,20,30,31+04
01,04,06,20,30,33+06
01,04,06,23,26,29+08
01,04,06,23,26,30+10
01,04,06,23,26,31+12
01,04,06,23,26,33+02
01,04,06,23,27,29+04
01,04,06,23,27,30+06
01,04,06,23,27,31+08
01,04,06,23,27,33+10
01,04,06,23,28,29+12
01,04,06,23,28,30+02
01,04,06,23,28,31+04
01,04,06,23,28,33+06
01,04,06,23,30,31+08
01,04,06,23,30,33+10
01,04,06,28,30,31+12
