01,03,10,15,18,24+02
01,03,10,15,18,25+06
01,03,10,15,18,26+08
01,03,10,15,18,29+14
01,03,10,15,19,24+02
01,03,10,15,19,26+06
01,03,10,15,22,25+08
01,03,10,15,22,26+14
01,03,10,15,22,29+02
01,03,10,15,24,25+06
01,03,10,15,24,26+08
01,03,10,15,24,29+14
01,03,10,15,25,26+02
01,03,10,16,18,24+06
01,03,10,16,18,25+08
01,03,10,16,18,26+14
01,03,10,16,18,29+02
01,03,10,16,19,24+06
01,03,10,16,19,25+08
01,03,10,16,19,26+14
01,03,10,16,22,24+02
01,03,10,16,22,25+06
01,03,10,16,22,26+08
01,03,10,16,22,29+14
01,03,10,16,24,25+02
01,03,10,16,24,26+06
01,03,10,16,24,29+08
01,03,10,16,25,26+14
01,03,10,16,25,29+02
01,03,10,21,22,29+06
01,03,10,21,24,29+08
01,03,10,21,25,26+14
01,03,10,22,24,26+02
01,03,10,22,24,29+06
01,03,10,22,25,26+08
01,03,10,22,25,29+14
01,03,10,24,25,29+02
01,03,12,15,18,24+06
01,03,12,15,18,25+08
01,03,12,15,18,26+14
01,03,12,15,18,29+02
01,03,12,15,19,24+06
01,03,12,15,19,26+08
01,03,12,15,22,24+14
01,03,12,15,22,25+02
01,03,12,15,22,26+06
01,03,12,15,22,29+08
01,03,12,15,24,25+14
01,03,12,15,24,26+02
01,03,12,15,24,29+06
01,03,12,15,25,26+08
01,03,12,16,18,24+14
01,03,12,16,18,25+02
01,03,12,16,18,26+06
01,03,12,16,18,29+08
01,03,12,16,19,24+14
01,03,12,16,19,25+02
01,03,12,16,19,26+06
01,03,12,16,22,24+08
01,03,12,16,22,25+14
01,03,12,16,22,26+02
01,03,12,16,22,29+06
01,03,12,16,24,25+08
01,03,12,16,24,26+14
01,03,12,16,24,29+02
01,03,12,16,25,26+06
01,03,12,16,25,29+08
01,03,12,21,22,29+14
01,03,12,21,24,25+02
01,03,12,21,24,26+06
01,03,12,21,24,29+08
01,03,12,21,25,26+14
01,03,12,22,24,25+02
01,03,12,22,24,26+06
01,03,12,22,24,29+08
01,03,12,22,25,26+14
01,03,12,22,25,29+02
01,03,12,24,25,29+06
01,03,13,15,18,24+08
01,03,13,15,18,26+14
01,03,13,15,22,24+02
01,03,13,15,22,26+06
01,03,13,15,24,26+08
01,03,13,16,18,24+14
01,03,13,16,18,25+02
01,03,13,16,18,26+06
01,03,13,16,22,24+08
01,03,13,16,22,25+14
01,03,13,16,22,26+02
01,03,13,16,24,25+06
01,03,13,16,24,26+08
01,03,13,16,25,26+14
01,03,13,21,22,26+02
01,03,13,21,24,26+06
01,03,13,22,24,25+08
01,03,13,22,24,26+14
01,03,13,22,25,26+02
01,03,14,15,18,24+06
01,03,14,15,18,25+08
01,03,14,15,18,26+14
01,03,14,15,18,29+02
01,03,14,15,19,24+06
01,03,14,15,19,26+08
01,03,14,15,22,24+14
01,03,14,15,22,25+02
01,03,14,15,22,26+06
01,03,14,15,22,29+08
01,03,14,15,24,26+14
01,03,14,15,24,29+02
01,03,14,16,18,24+06
01,03,14,16,18,25+08
01,03,14,16,18,26+14
01,03,14,16,18,29+02
01,03,14,16,19,24+06
01,03,14,16,19,25+08
01,03,14,16,19,26+14
01,03,14,16,22,24+02
01,03,14,16,22,25+06
01,03,14,16,22,26+08
01,03,14,16,22,29+14
01,03,14,16,24,25+02
01,03,14,16,24,26+06
01,03,14,16,24,29+08
01,03,14,16,25,26+14
01,03,14,16,25,29+02
01,03,14,21,22,25+06
01,03,14,21,22,26+08
01,03,14,21,22,29+14
01,03,14,21,24,25+02
01,03,14,21,24,26+06
01,03,14,21,24,29+08
01,03,14,21,25,26+14
01,03,14,22,24,25+02
01,03,14,22,24,26+06
01,03,14,22,24,29+08
01,03,14,22,25,26+14
01,03,14,22,25,29+02
01,03,14,24,25,29+06
01,03,15,16,18,24+08
01,03,15,16,18,25+14
01,03,15,16,18,26+02
01,03,15,16,18,29+06
01,03,15,16,19,24+08
01,03,15,16,19,26+14
01,03,15,16,22,24+02
01,03,15,16,22,25+06
01,03,15,16,22,26+08
01,03,15,16,22,29+14
01,03,15,16,24,26+02
01,03,15,16,24,29+06
01,03,15,21,22,24+08
01,03,15,21,22,26+14
01,03,15,21,24,26+02
01,03,15,22,24,25+06
01,03,15,22,24,26+08
01,03,15,22,24,29+14
01,03,15,22,25,26+02
01,03,16,21,22,24+06
01,03,16,21,22,25+08
01,03,16,21,22,26+14
01,03,16,21,22,29+02
01,03,16,21,24,25+06
01,03,16,21,24,26+08
01,03,16,21,24,29+14
01,03,16,21,25,26+02
01,03,16,22,24,25+06
01,03,16,22,24,26+08
01,03,16,22,24,29+14
01,03,16,22,25,26+02
01,03,16,22,25,29+06
01,03,16,24,25,29+08
01,03,20,21,24,29+14
01,03,20,22,24,26+02
01,03,20,22,24,29+06
01,03,20,22,25,26+08
01,03,20,22,25,29+14
01,03,20,24,25,29+02
01,03,22,24,25,29+06
01,04,10,15,18,24+08
01,04,10,15,18,25+14
01,04,10,15,18,26+02
01,04,10,15,18,29+06
01,04,10,15,19,24+08
01,04,10,15,19,25+14
01,04,10,15,19,26+02
01,04,10,15,19,29+06
01,04,10,15,22,24+08
01,04,10,15,22,25+14
01,04,10,15,22,26+02
01,04,10,15,22,29+06
01,04,10,15,24,25+08
01,04,10,15,24,26+14
01,04,10,15,24,29+02
01,04,10,15,25,26+06
01,04,10,15,25,29+08
01,04,10,16,18,25+14
01,04,10,16,18,29+02
01,04,10,16,19,24+06
01,04,10,16,19,25+08
01,04,10,16,19,26+14
01,04,10,16,19,29+02
01,04,10,16,22,25+06
01,04,10,16,22,29+08
01,04,10,16,24,25+14
01,04,10,16,24,29+02
01,04,10,16,25,26+06
01,04,10,16,25,29+08
01,04,10,21,22,29+14
01,04,10,21,24,26+02
01,04,10,21,24,29+06
01,04,10,21,25,26+08
01,04,10,21,25,29+14
01,04,10,22,24,25+02
01,04,10,22,24,29+06
01,04,10,22,25,26+08
01,04,10,22,25,29+14
01,04,10,24,25,29+02
01,04,12,15,18,24+06
01,04,12,15,18,25+08
01,04,12,15,18,26+14
01,04,12,15,18,29+02
01,04,12,15,19,24+06
01,04,12,15,19,25+08
01,04,12,15,19,26+14
01,04,12,15,19,29+02
01,04,12,15,22,24+06
01,04,12,15,22,25+08
01,04,12,15,22,26+14
01,04,12,15,22,29+02
01,04,12,15,24,25+06
01,04,12,15,24,26+08
01,04,12,15,24,29+14
01,04,12,15,25,26+02
01,04,12,15,25,29+06
01,04,12,16,18,25+08
01,04,12,16,18,29+14
01,04,12,16,19,24+02
01,04,12,16,19,25+06
01,04,12,16,19,26+08
01,04,12,16,19,29+14
01,04,12,16,22,25+02
01,04,12,16,22,29+06
01,04,12,16,24,25+08
01,04,12,16,24,29+14
01,04,12,16,25,26+02
01,04,12,16,25,29+06
01,04,12,21,22,26+08
01,04,12,21,22,29+14
01,04,12,21,24,25+02
01,04,12,21,24,26+06
01,04,12,21,24,29+08
01,04,12,21,25,26+14
01,04,12,21,25,29+02
01,04,12,22,24,25+06
01,04,12,22,24,29+08
01,04,12,22,25,26+14
