11,13,17,18,23+02,08
11,13,17,18,26+02,10
11,13,17,18,29+08,10
11,13,17,18,33+02,11
11,13,17,18,35+08,11
11,13,17,21,23+10,11
11,13,17,21,26+02,08
11,13,17,21,29+02,10
11,13,17,21,33+08,10
11,13,17,21,35+02,11
11,13,17,31,33+08,11
11,13,17,31,35+10,11
11,13,17,33,35+02,08
11,13,21,31,33+02,10
11,13,21,31,35+08,10
11,13,21,33,35+02,11
11,13,23,31,33+08,11
11,13,23,31,35+10,11
11,13,23,33,35+02,08
11,13,26,31,33+02,10
11,13,26,31,35+08,10
11,13,26,33,35+02,11
11,13,29,31,33+08,11
11,13,29,31,35+10,11
11,13,29,33,35+02,08
11,17,21,31,33+02,10
11,17,21,31,35+08,10
11,17,21,33,35+02,11
11,17,23,31,33+08,11
11,17,23,31,35+10,11
11,17,23,33,35+02,08
11,17,26,31,33+02,10
11,17,26,31,35+08,10
11,17,26,33,35+02,11
11,17,29,31,33+08,11
11,17,29,31,35+10,11
11,17,29,33,35+02,08
11,23,26,31,33+02,10
11,23,26,31,35+08,10
11,23,26,33,35+02,11
11,23,29,31,33+08,11
11,23,29,31,35+10,11
11,23,29,33,35+02,08
13,17,21,31,33+02,10
13,17,21,31,35+08,10
13,17,21,33,35+02,11
13,17,23,31,33+08,11
13,17,23,31,35+10,11
13,17,23,33,35+02,08
13,17,26,31,33+02,10
13,17,26,31,35+08,10
13,17,26,33,35+02,11
13,17,29,31,33+08,11
13,17,29,31,35+10,11
13,17,29,33,35+02,08
13,23,26,31,33+02,10
13,23,26,31,35+08,10
13,23,26,33,35+02,11
13,23,29,31,33+08,11
13,23,29,31,35+10,11
13,23,29,33,35+02,08
