01,03,09,14,18+04,05
01,03,09,14,22+04,08
01,03,09,14,24+05,08
01,03,09,14,28+04,09
01,03,09,14,30+05,09
01,03,09,14,34+08,09
01,03,09,16,18+04,10
01,03,09,16,22+05,10
01,03,09,16,24+08,10
01,03,09,16,28+09,10
01,03,09,16,30+04,12
01,03,09,16,34+05,12
01,03,09,18,22+08,12
01,03,09,18,24+09,12
01,03,09,18,28+10,12
01,03,09,18,30+04,05
01,03,09,18,34+04,08
01,03,09,22,24+05,08
01,03,09,22,28+04,09
01,03,09,22,30+05,09
01,03,09,22,34+08,09
01,03,09,26,28+04,10
01,03,09,26,30+05,10
01,03,09,26,34+08,10
01,03,09,28,30+09,10
01,03,09,28,34+04,12
01,03,09,29,30+05,12
01,03,09,29,34+08,12
01,03,09,30,34+09,12
01,03,09,32,34+10,12
01,03,13,14,18+04,05
01,03,13,14,22+04,08
01,03,13,14,24+05,08
01,03,13,14,28+04,09
01,03,13,14,30+05,09
01,03,13,14,34+08,09
01,03,13,16,18+04,10
01,03,13,16,22+05,10
01,03,13,16,24+08,10
01,03,13,16,28+09,10
01,03,13,16,30+04,12
01,03,13,16,34+05,12
01,03,13,18,22+08,12
01,03,13,18,24+09,12
01,03,13,18,28+10,12
01,03,13,18,30+04,05
01,03,13,18,34+04,08
01,03,13,22,24+05,08
01,03,13,22,28+04,09
01,03,13,22,30+05,09
01,03,13,22,34+08,09
01,03,13,26,28+04,10
01,03,13,26,30+05,10
01,03,13,26,34+08,10
01,03,13,28,30+09,10
01,03,13,28,34+04,12
01,03,13,29,30+05,12
01,03,13,29,34+08,12
01,03,13,30,34+09,12
01,03,13,32,34+10,12
01,03,15,16,18+04,05
01,03,15,16,22+04,08
01,03,15,16,24+05,08
01,03,15,16,28+04,09
01,03,15,16,30+05,09
01,03,15,16,34+08,09
01,03,15,18,22+04,10
01,03,15,18,24+05,10
01,03,15,18,28+08,10
01,03,15,18,30+09,10
01,03,15,18,34+04,12
01,03,15,22,24+05,12
01,03,15,22,28+08,12
01,03,15,22,30+09,12
01,03,15,22,34+10,12
01,03,15,26,28+04,05
01,03,15,26,30+04,08
01,03,15,26,34+05,08
01,03,15,28,30+04,09
01,03,15,28,34+05,09
01,03,15,29,30+08,09
01,03,15,29,34+04,10
01,03,15,30,34+05,10
01,03,15,32,34+08,10
01,03,19,22,24+09,10
01,03,19,22,28+04,12
01,03,19,22,30+05,12
01,03,19,22,34+08,12
01,03,19,26,28+09,12
01,03,19,26,30+10,12
01,03,19,26,34+04,05
01,03,19,28,30+04,08
01,03,19,28,34+05,08
01,03,19,29,30+04,09
01,03,19,29,34+05,09
01,03,19,30,34+08,09
01,03,19,32,34+04,10
01,03,25,26,28+05,10
01,03,25,26,30+08,10
01,03,25,26,34+09,10
01,03,25,28,30+04,12
01,03,25,28,34+05,12
01,03,25,29,30+08,12
01,03,25,29,34+09,12
01,03,25,30,34+10,12
01,03,25,32,34+04,05
01,03,27,28,30+04,08
01,03,27,28,34+05,08
01,03,27,29,30+04,09
01,03,27,29,34+05,09
01,03,27,30,34+08,09
01,03,27,32,34+04,10
01,03,31,32,34+05,10
01,05,09,14,18+08,10
01,05,09,14,22+09,10
01,05,09,14,24+04,12
01,05,09,14,28+05,12
01,05,09,14,30+08,12
01,05,09,14,34+09,12
01,05,09,16,18+10,12
01,05,09,16,22+04,05
01,05,09,16,24+04,08
01,05,09,16,28+05,08
01,05,09,16,30+04,09
01,05,09,16,34+05,09
01,05,09,18,22+08,09
01,05,09,18,24+04,10
01,05,09,18,28+05,10
01,05,09,18,30+08,10
01,05,09,18,34+09,10
01,05,09,22,24+04,12
01,05,09,22,28+05,12
01,05,09,22,30+08,12
01,05,09,22,34+09,12
01,05,09,26,28+10,12
01,05,09,26,30+04,05
01,05,09,26,34+04,08
01,05,09,28,30+05,08
01,05,09,28,34+04,09
01,05,09,29,30+05,09
01,05,09,29,34+08,09
01,05,09,30,34+04,10
01,05,09,32,34+05,10
01,05,13,14,18+08,10
01,05,13,14,22+09,10
01,05,13,14,24+04,12
01,05,13,14,28+05,12
01,05,13,14,30+08,12
01,05,13,14,34+09,12
01,05,13,16,18+10,12
01,05,13,16,22+04,05
01,05,13,16,24+04,08
01,05,13,16,28+05,08
01,05,13,16,30+04,09
01,05,13,16,34+05,09
01,05,13,18,22+08,09
01,05,13,18,24+04,10
01,05,13,18,28+05,10
01,05,13,18,30+08,10
01,05,13,18,34+09,10
01,05,13,22,24+04,12
01,05,13,22,28+05,12
01,05,13,22,30+08,12
01,05,13,22,34+09,12
01,05,13,26,28+10,12
01,05,13,26,30+04,05
01,05,13,26,34+04,08
01,05,13,28,30+05,08
01,05,13,28,34+04,09
01,05,13,29,30+05,09
01,05,13,29,34+08,09
01,05,13,30,34+04,10
01,05,13,32,34+05,10
01,05,15,16,18+08,10
01,05,15,16,22+09,10
01,05,15,16,24+04,12
01,05,15,16,28+05,12
01,05,15,16,30+08,12
01,05,15,16,34+09,12
01,05,15,18,22+10,12
01,05,15,18,24+04,05
